,end traj
6513,[0.1467761  0.06261044]
6514,[0.23824055 0.11707135]
6515,[0.32336751 0.18100027]
6516,[0.40118389 0.25366776]
6517,[0.47079992 0.33424482]
6518,[0.53141922 0.42181233]
6519,[0.58234796 0.51537153]
6520,[0.62300268 0.61385538]
6521,[0.65291701 0.71614074]
6522,[0.67174691 0.82106117]
6523,[0.67927466 0.92742018]
6524,[0.67541131 1.03400491]
6525,[0.66019767 1.13959992]
6526,[0.6338039  1.24300104]
6527,[0.5965275 1.3430291]
6528,[0.54879    1.43854336]
6529,[0.49113209 1.5284545 ]
6530,[0.4242075  1.61173706]
6531,[0.34877554 1.68744107]
6532,[0.26569244 1.75470292]
6533,[0.17590161 1.81275519]
6534,[0.08042289 1.86093537]
6535,[-0.01965911  1.89869344]
6536,[-0.12320728  1.92559812]
6537,[-0.22904506  1.94134178]
6538,[-0.33596979  1.94574395]
6539,[-0.44276641  1.93875338]
6540,[-0.54822135  1.92044863]
6541,[-0.65113631  1.89103715]
6542,[-0.65113631  1.89103715]
6543,[-0.75034191  1.85085294]
6544,[-0.84471107  1.80035274]
6545,[-0.93317179  1.74011081]
6546,[-1.01471937  1.67081242]
6547,[-1.08842792  1.593246  ]
6548,[-1.15346082  1.50829421]
6549,[-1.20908032  1.41692381]
6550,[-1.2546559   1.32017474]
6551,[-1.28967149  1.21914817]
6552,[-1.31373133  1.11499404]
6553,[-1.32656449  1.00889792]
6554,[-1.32802792  0.90206748]
6555,[-1.31810814  0.79571878]
6556,[-1.29692136  0.69106237]
6557,[-1.26471214  0.58928954]
6558,[-1.22185063  0.49155872]
6559,[-1.16882837  0.39898227]
6560,[-1.10625262  0.31261384]
6561,[-1.03483952  0.23343634]
6562,[-0.95540589  0.16235076]
6563,[-0.86885992  0.10016589]
6564,[-0.77619085  0.0475891 ]
6565,[-0.67845766  0.00521831]
6566,[-0.57677706 -0.02646486]
6567,[-0.47231069 -0.04710054]
6568,[-0.36625197 -0.05645476]
6569,[-0.25981244 -0.05442204]
6570,[-0.15420798 -0.04102669]
6571,[-0.05064497 -0.01642243]
6572,[0.0496935  0.01910929]
6573,[0.14566104 0.0651625 ]
6574,[0.23616109 0.12121139]
6575,[0.32015937 0.18661625]
6576,[0.39669568 0.26063075]
6577,[0.46489483 0.34241051]
6578,[0.52397664 0.43102263]
6579,[0.57326479 0.52545641]
6580,[0.61219454 0.62463478]
6581,[0.64031918 0.72742665]
6582,[0.65731511 0.83265972]
6583,[0.66298549 0.93913391]
6584,[0.65726257 1.04563498]
6585,[0.64020836 1.15094839]
6586,[0.61201401 1.25387313]
6587,[0.57299756 1.35323539]
6588,[0.52360037 1.44790197]
6589,[0.46438208 1.53679315]
6590,[0.3960142  1.61889503]
6591,[0.31927251 1.69327104]
6592,[0.23502819 1.75907265]
6593,[0.14423788 1.81554901]
6594,[0.04793284 1.86205552]
6595,[-0.05279288  1.89806117]
6596,[-0.15679484  1.92315458]
6597,[-0.26289126  1.93704872]
6598,[-0.36987653  1.93958412]
6599,[-0.47653489  1.93073076]
6600,[-0.58165431  1.91058836]
6601,[-0.68404029  1.87938524]
6602,[-0.68404029  1.87938524]
6603,[-0.78252947  1.83747578]
6604,[-0.87600291  1.7853363 ]
6605,[-0.96339878  1.72355969]
6606,[-1.04372452  1.65284865]
6607,[-1.11606812  1.57400766]
6608,[-1.17960851  1.48793382]
6609,[-1.2336249   1.39560665]
6610,[-1.27750503  1.2980769 ]
6611,[-1.31075214  1.19645462]
6612,[-1.33299058  1.09189645]
6613,[-1.34397014  0.98559252]
6614,[-1.3435689   0.87875281]
6615,[-1.3317946   0.77259342]
6616,[-1.30878453  0.66832272]
6617,[-1.27480404  0.56712752]
6618,[-1.23024342  0.47015962]
6619,[-1.17561355  0.37852263]
6620,[-1.11154     0.29325945]
6621,[-1.03875594  0.21534035]
6622,[-0.95809379  0.1456519 ]
6623,[-0.87047573  0.08498694]
6624,[-0.77690318  0.03403546]
6625,[-0.6784454 -0.0066232]
6626,[-0.57622734 -0.03652697]
6627,[-0.47141674 -0.05533633]
6628,[-0.36521092 -0.06283814]
6629,[-0.25882307 -0.05894811]
6630,[-0.15346848 -0.04371174]
6631,[-0.05035064 -0.0173038 ]
6632,[0.04935243 0.01997365]
6633,[0.14450161 0.06769471]
6634,[0.23400969 0.12531451]
6635,[0.3168537  0.19217538]
6636,[0.39208662 0.26751435]
6637,[0.45884814 0.35047189]
6638,[0.51637446 0.44010164]
6639,[0.564007   0.53538123]
6640,[0.60119992 0.63522391]
6641,[0.62752632 0.73849097]
6642,[0.64268308 0.84400463]
6643,[0.64649437 0.95056157]
6644,[0.63891362 1.05694654]
6645,[0.62002404 1.16194627]
6646,[0.59003769 1.26436327]
6647,[0.54929307 1.36302947]
6648,[0.49825125 1.45681953]
6649,[0.43749061 1.54466367]
6650,[0.36770027 1.62555986]
6651,[0.28967223 1.69858522]
6652,[0.20429234 1.76290654]
6653,[0.11253022 1.81778979]
6654,[0.01542819 1.86260846]
6655,[-0.08591058  1.89685072]
6656,[-0.19033463  1.92012523]
6657,[-0.29665738  1.93216561]
6658,[-0.40367061  1.93283348]
6659,[-0.51015821  1.92212002]
6660,[-0.61491008  1.9001461 ]
6661,[-0.7167359   1.86716085]
6662,[-0.7167359   1.86716085]
6663,[-0.81447866  1.8235389 ]
6664,[-0.9070279   1.76977602]
6665,[-0.99333231  1.70648356]
6666,[-1.07241175  1.63438141]
6667,[-1.14336836  1.55428985]
6668,[-1.20539687  1.46712019]
6669,[-1.25779371  1.37386437]
6670,[-1.29996503  1.27558366]
6671,[-1.33143352  1.17339661]
6672,[-1.35184378  1.06846626]
6673,[-1.36096641  0.96198689]
6674,[-1.35870062  0.85517046]
6675,[-1.34507537  0.74923273]
6676,[-1.32024904  0.64537949]
6677,[-1.28450762  0.54479275]
6678,[-1.23826147  0.4486173 ]
6679,[-1.18204063  0.3579477 ]
6680,[-1.11648879  0.27381574]
6681,[-1.04235594  0.19717876]
6682,[-0.96048984  0.12890868]
6683,[-0.87182638  0.0697821 ]
6684,[-0.77737885  0.02047144]
6685,[-0.67822648 -0.0184627 ]
6686,[-0.57550209 -0.04657796]
6687,[-0.47037919 -0.06355525]
6688,[-0.36405862 -0.06920237]
6689,[-0.25775487 -0.06345621]
6690,[-0.15268223 -0.04638348]
6691,[-0.05004098 -0.01817991]
6692,[0.04899632 0.02083192]
6693,[0.14329817 0.07020631]
6694,[0.23178701 0.12937946]
6695,[0.31345152 0.19767597]
6696,[0.38735814 0.27431646]
6697,[0.45266168 0.35842652]
6698,[0.50861498 0.44904659]
6699,[0.55457741 0.54514297]
6700,[0.59002217 0.64561955]
6701,[0.6145423  0.74933033]
6702,[0.62785528 0.85509245]
6703,[0.62980632 0.96169968]
6704,[0.62037005 1.06793614]
6705,[0.59965084 1.17259021]
6706,[0.56788164 1.27446828]
6707,[0.52542127 1.37240836]
6708,[0.47275036 1.46529333]
6709,[0.41046588 1.55206368]
6710,[0.33927434 1.63172953]
6711,[0.25998371 1.70338199]
6712,[0.17349427 1.76620343]
6713,[0.08078827 1.81947685]
6714,[-0.01708116  1.86259403]
6715,[-0.1190021   1.89506247]
6716,[-0.22381645  1.91651099]
6717,[-0.33033314  1.92669395]
6718,[-0.43734172  1.92549408]
6719,[-0.54362613  1.91292379]
6720,[-0.64797855  1.88912503]
6721,[-0.74921319  1.85436771]
6722,[-0.74921319  1.85436771]
6723,[-0.84617976  1.80904655]
6724,[-0.93777661  1.75367666]
6725,[-1.02296327  1.68888761]
6726,[-1.1007723   1.61541632]
6727,[-1.17032032  1.5340986 ]
6728,[-1.23081806  1.44585967]
6729,[-1.28157938  1.35170359]
6730,[-1.32202904  1.25270187]
6731,[-1.35170933  1.14998118]
6732,[-1.37028519  1.0447106 ]
6733,[-1.37754811  0.93808824]
6734,[-1.37341847  0.83132762]
6735,[-1.35794643  0.72564382]
6736,[-1.33131138  0.62223967]
6737,[-1.29381993  0.52229202]
6738,[-1.24590233  0.42693833]
6739,[-1.18810765  0.33726372]
6740,[-1.12109748  0.25428862]
6741,[-1.04563842  0.17895711]
6742,[-0.96259332  0.11212618]
6743,[-0.87291146  0.054556  ]
6744,[-0.77761773  0.00690119]
6745,[-0.67780097 -0.03029657]
6746,[-0.57460154 -0.05661477]
6747,[-0.46919835 -0.07175482]
6748,[-0.36279542 -0.07554553]
6749,[-0.25660815 -0.06794499]
6750,[-0.15184947 -0.04904108]
6751,[-0.04971608 -0.01905047]
6752,[0.04862529 0.02168386]
6753,[0.14205108 0.07269651]
6754,[0.22949372 0.13340499]
6755,[0.30995386 0.20311634]
6756,[0.38251166 0.28103502]
6757,[0.44633733 0.36627196]
6758,[0.50070057 0.45785475]
6759,[0.54497889 0.55473865]
6760,[0.57866469 0.65581853]
6761,[0.60137108 0.75994145]
6762,[0.61283624 0.8659198 ]
6763,[0.61292642 0.97254484]
6764,[0.60163751 1.07860044]
6765,[0.57909499 1.18287697]
6766,[0.54555261 1.28418507]
6767,[0.50138941 1.3813692 ]
6768,[0.44710546 1.47332079]
6769,[0.38331612 1.55899091]
6770,[0.31074506 1.63740217]
6771,[0.230216  1.7076599]
6772,[0.14264334 1.76896232]
6773,[0.04902172 1.82060969]
6774,[-0.04958531  1.86201224]
6775,[-0.15205738  1.89269697]
6776,[-0.25723009  1.91231296]
6777,[-0.36390828  1.92063539]
6778,[-0.47087962  1.91756815]
6779,[-0.57692846  1.90314485]
6780,[-0.68084964  1.87752853]
6781,[-0.78146226  1.84100971]
6782,[-0.78146226  1.84100971]
6783,[-0.87762309  1.79400315]
6784,[-0.96823966  1.7370431 ]
6785,[-1.05228262  1.67077722]
6786,[-1.12879755  1.59595916]
6787,[-1.19691579  1.51344004]
6788,[-1.25586433  1.42415872]
6789,[-1.30497467  1.32913108]
6790,[-1.34369035  1.22943849]
6791,[-1.37157339  1.12621545]
6792,[-1.3883092   1.02063671]
6793,[-1.3937102   0.91390383]
6794,[-1.38771796  0.80723154]
6795,[-1.37040383  0.70183387]
6796,[-1.3419682   0.59891032]
6797,[-1.30273812  0.4996322 ]
6798,[-1.25316367  0.40512931]
6799,[-1.19381276  0.31647702]
6800,[-1.12536468  0.23468404]
6801,[-1.0486024   0.16068094]
6802,[-0.96440359  0.09530954]
6803,[-0.87373064  0.03931328]
6804,[-0.77761974 -0.00667116]
6805,[-0.67716899 -0.04212121]
6806,[-0.57352596 -0.06663432]
6807,[-0.4678746  -0.07993254]
6808,[-0.36142171 -0.08186568]
6809,[-0.25538326 -0.07241307]
6810,[-0.15097046 -0.05168375]
6811,[-0.04937603 -0.01991524]
6812,[0.04823945 0.02252918]
6813,[0.14076071 0.07516457]
6814,[0.22713053 0.13738989]
6815,[0.30636178 0.20849485]
6816,[0.37754866 0.28766796]
6817,[0.43987702 0.37400584]
6818,[0.49263364 0.46652345]
6819,[0.53521436 0.56416535]
6820,[0.56713095 0.66581774]
6821,[0.58801668 0.77032108]
6822,[0.59763051 0.87648339]
6823,[0.59585982 0.98309376]
6824,[0.5827217  1.08893619]
6825,[0.55836275 1.19280342]
6826,[0.5230574  1.29351069]
6827,[0.47720483 1.38990926]
6828,[0.42132437 1.48089946]
6829,[0.35604959 1.56544325]
6830,[0.28212112 1.64257603]
6831,[0.20037816 1.71141764]
6832,[0.11174897 1.77118237]
6833,[0.01724023 1.82118795]
6834,[-0.08207435  1.86086327]
6835,[-0.18506633  1.88975494]
6836,[-0.29056537  1.90753242]
6837,[-0.39737256  1.9139918 ]
6838,[-0.50427408  1.90905811]
6839,[-0.61005505  1.89278621]
6840,[-0.71351333  1.86536011]
6841,[-0.81347329  1.82709092]
6842,[-0.81347329  1.82709092]
6843,[-0.9087991   1.77841328]
6844,[-0.99840777  1.71988043]
6845,[-1.08128144  1.65215788]
6846,[-1.15647896  1.57601585]
6847,[-1.22314666  1.49232048]
6848,[-1.28052806  1.40202396]
6849,[-1.32797245  1.3061537 ]
6850,[-1.36494236  1.20580061]
6851,[-1.39101967  1.10210667]
6852,[-1.40591032  0.99625193]
6853,[-1.40944776  0.88944104]
6854,[-1.40159473  0.78288958]
6855,[-1.38244381  0.67781013]
6856,[-1.35221624  0.57539852]
6857,[-1.31125949  0.47682019]
6858,[-1.26004329  0.38319689]
6859,[-1.19915422  0.29559391]
6860,[-1.12928909  0.21500798]
6861,[-1.05124696  0.14235584]
6862,[-0.96592008  0.07846386]
6863,[-0.87428368  0.0240586 ]
6864,[-0.77738487 -0.02024148]
6865,[-0.67633073 -0.05393303]
6866,[-0.57227568 -0.07663358]
6867,[-0.46640832 -0.0880859 ]
6868,[-0.35993791 -0.08816089]
6869,[-0.25408058 -0.0768591 ]
6870,[-0.15004546 -0.05431068]
6871,[-0.04902094 -0.02077393]
6872,[0.04783892 0.02336764]
6873,[0.13942747 0.07760974]
6874,[0.22469816 0.14133294]
6875,[0.30267639 0.21380984]
6876,[0.37247066 0.29421328]
6877,[0.43328273 0.38162579]
6878,[0.48441666 0.47505003]
6879,[0.5252868  0.57342021]
6880,[0.55542445 0.67561413]
6881,[0.57448317 0.78046606]
6882,[0.58224275 0.88677999]
6883,[0.57861172 0.99334322]
6884,[0.56362839 1.09894023]
6885,[0.53746041 1.20236652]
6886,[0.50040286 1.30244229]
6887,[0.45287489 1.39802595]
6888,[0.39541494 1.48802704]
6889,[0.32867461 1.57141875]
6890,[0.25341125 1.64724955]
6891,[0.17047929 1.71465406]
6892,[0.08082055 1.7728629 ]
6893,[-0.01454651  1.82121145]
6894,[-0.11453839  1.85914745]
6895,[-0.21801892  1.88623727]
6896,[-0.32381215  1.90217083]
6897,[-0.4307158   1.90676518]
6898,[-0.53751493  1.89996656]
6899,[-0.64299581  1.881851  ]
6900,[-0.74595969  1.85262348]
6901,[-0.84523652  1.81261557]
6902,[-0.84523652  1.81261557]
6903,[-0.93969828  1.76228169]
6904,[-1.02827176  1.70219387]
6905,[-1.10995088  1.63303529]
6906,[-1.18380809  1.55559248]
6907,[-1.24900495  1.47074634]
6908,[-1.30480172  1.37946213]
6909,[-1.35056572  1.28277845]
6910,[-1.3857786   1.18179543]
6911,[-1.41004222  1.07766217]
6912,[-1.42308319  0.97156367]
6913,[-1.42475598  0.86470732]
6914,[-1.41504457  0.75830914]
6915,[-1.39406267  0.65357993]
6916,[-1.36205238  0.55171146]
6917,[-1.31938144  0.45386294]
6918,[-1.26653909  0.36114774]
6919,[-1.20413041  0.27462077]
6920,[-1.1328695   0.19526642]
6921,[-1.0535713   0.12398737]
6922,[-0.96714235  0.06159428]
6923,[-0.8745704   0.00879658]
6924,[-0.77691321 -0.03380563]
6925,[-0.67528646 -0.06572841]
6926,[-0.57085108 -0.0866095 ]
6927,[-0.46479998 -0.09621243]
6928,[-0.35834447 -0.09442925]
6929,[-0.25270051 -0.08128171]
6930,[-0.14907476 -0.05692106]
6931,[-0.04865092 -0.0216263 ]
6932,[0.04742381 0.02419899]
6933,[0.13805176 0.08003126]
6934,[0.22219733 0.14523294]
6935,[0.29889879 0.21905971]
6936,[0.3672792  0.30066898]
6937,[0.42655645 0.38912949]
6938,[0.47605211 0.48343192]
6939,[0.51519924 0.58250039]
6940,[0.54354876 0.68520472]
6941,[0.56077466 0.79037331]
6942,[0.56667762 0.89680646]
6943,[0.56118737 1.00329009]
6944,[0.5443634  1.10860953]
6945,[0.51639437 1.21156337]
6946,[0.4775959  1.31097716]
6947,[0.428407   1.40571678]
6948,[0.36938506 1.49470135]
6949,[0.30119952 1.57691558]
6950,[0.22462418 1.6514213 ]
6951,[0.14052849 1.71736819]
6952,[0.04986752 1.7740034 ]
6953,[-0.04632881  1.8206802 ]
6954,[-0.14696755  1.85686533]
6955,[-0.25090509  1.88214503]
6956,[-0.35696029  1.89622982]
6957,[-0.46392784  1.89895774]
6958,[-0.57059206  1.89029625]
6959,[-0.6757407   1.87034256]
6960,[-0.77817881  1.83932252]
6961,[-0.87674229  1.79758809]
6962,[-0.87674229  1.79758809]
6963,[-0.97031121  1.74561329]
6964,[-1.05782253  1.6839888 ]
6965,[-1.13828223  1.61341526]
6966,[-1.21077662  1.53469525]
6967,[-1.27448279  1.44872419]
6968,[-1.32867792  1.3564801 ]
6969,[-1.37274759  1.25901245]
6970,[-1.40619271  1.15743026]
6971,[-1.42863526  1.05288941]
6972,[-1.43982257  0.94657947]
6973,[-1.4396302  0.8397102]
6974,[-1.42806337  0.73349771]
6975,[-1.40525689  0.62915063]
6976,[-1.37147362  0.52785634]
6977,[-1.3271015   0.43076743]
6978,[-1.27264908  0.33898858]
6979,[-1.2087398   0.25356397]
6980,[-1.13610482  0.17546538]
6981,[-1.05557472  0.10558113]
6982,[-0.96807002  0.04470593]
6983,[-0.87459072 -0.00646812]
6984,[-0.77620489 -0.04735949]
6985,[-0.6740365  -0.07750377]
6986,[-0.56925259 -0.09655903]
6987,[-0.46305005 -0.10430966]
6988,[-0.35664188 -0.10066884]
6989,[-0.25124346 -0.08567956]
6990,[-0.14805864 -0.05951411]
6991,[-0.04826608 -0.02247208]
6992,[0.04699425 0.02502296]
6993,[0.13663399 0.08242841]
6994,[0.21962883 0.1490887 ]
6995,[0.29503015 0.22424285]
6996,[0.36197587 0.30703309]
6997,[0.41970023 0.39651466]
6998,[0.46754256 0.49166654]
6999,[0.50495474 0.59140314]
7000,[0.53150751 0.6945866 ]
7001,[0.54689534 0.8000398 ]
7002,[0.55093989 0.90655976]
7003,[0.54359207 1.01293136]
7004,[0.52493258 1.11794114]
7005,[0.49517102 1.22039117]
7006,[0.45464345 1.31911269]
7007,[0.40380861 1.41297941]
7008,[0.34324267 1.50092036]
7009,[0.27363267 1.58193206]
7010,[0.1957687  1.65509002]
7011,[0.11053487 1.71955918]
7012,[0.0188993  1.77460352]
7013,[-0.07809701  1.81959435]
7014,[-0.17935193  1.85401758]
7015,[-0.28371484  1.87747947]
7016,[-0.3899997   1.88971119]
7017,[-0.49699857  1.89057186]
7018,[-0.60349537  1.88005015]
7019,[-0.70827976  1.85826439]
7020,[-0.81016089  1.82546129]
7021,[-0.907981    1.78201305]
7022,[-0.907981    1.78201305]
7023,[-1.00062858  1.72841316]
7024,[-1.08705108  1.66527077]
7025,[-1.16626684  1.59330376]
7026,[-1.23737634  1.51333055]
7027,[-1.2995724   1.42626075]
7028,[-1.3521494   1.33308487]
7029,[-1.39451131  1.23486295]
7030,[-1.42617849  1.13271253]
7031,[-1.44679313  1.02779592]
7032,[-1.45612337  0.92130694]
7033,[-1.45406591  0.8144573 ]
7034,[-1.44064717  0.70846286]
7035,[-1.41602306  0.6045297 ]
7036,[-1.3804771   0.50384043]
7037,[-1.3344173   0.40754071]
7038,[-1.27837142  0.31672616]
7039,[-1.21298101  0.23242993]
7040,[-1.13899408  0.15561089]
7041,[-1.05725659  0.08714273]
7042,[-0.9687028   0.02780397]
7043,[-0.87434463 -0.02173085]
7044,[-0.77526014 -0.06089892]
7045,[-0.67258121 -0.08925553]
7046,[-0.56748071 -0.10647915]
7047,[-0.46115907 -0.11237511]
7048,[-0.35483065 -0.10687776]
7049,[-0.24970988 -0.09005131]
7050,[-0.14699743 -0.06208902]
7051,[-0.04786653 -0.02331102]
7052,[0.04655039 0.02583932]
7053,[0.13517461 0.08480045]
7054,[0.21699342 0.15289904]
7055,[0.29107164 0.22935768]
7056,[0.35656227 0.31330368]
7057,[0.41271618 0.40377905]
7058,[0.45889058 0.4997514 ]
7059,[0.49455642 0.60012574]
7060,[0.51930435 0.70375689]
7061,[0.53284942 0.80946259]
7062,[0.53503433 0.91603691]
7063,[0.52583119 1.02226407]
7064,[0.50534187 1.1269322 ]
7065,[0.47379684 1.22884722]
7066,[0.43155252 1.32684641]
7067,[0.37908722 1.41981164]
7068,[0.31699572 1.50668217]
7069,[0.24598247 1.58646668]
7070,[0.16685358 1.65825457]
7071,[0.08050759 1.72122638]
7072,[-0.01207468  1.77466307]
7073,[-0.10984141  1.81795424]
7074,[-0.21168168  1.85060508]
7075,[-0.31643816  1.87224202]
7076,[-0.42292031  1.88261695]
7077,[-0.5299179  1.8816101]
7078,[-0.63621486  1.86923136]
7079,[-0.74060307  1.84562019]
7080,[-0.84189619  1.81104401]
7081,[-0.93894313  1.76589519]
7082,[-0.93894313  1.76589519]
7083,[-1.03064115  1.71068653]
7084,[-1.1159485   1.64604548]
7085,[-1.1938962   1.57270693]
7086,[-1.26359914  1.49150486]
7087,[-1.32426615  1.40336286]
7088,[-1.375209    1.30928358]
7089,[-1.41585025  1.2103373 ]
7090,[-1.44572983  1.10764977]
7091,[-1.46451029  1.00238936]
7092,[-1.47198062  0.89575376]
7093,[-1.46805868  0.78895631]
7094,[-1.45279214  0.68321219]
7095,[-1.42635789  0.57972461]
7096,[-1.38906008  0.47967105]
7097,[-1.34132663  0.38418984]
7098,[-1.28370435  0.29436726]
7099,[-1.21685273  0.21122509]
7100,[-1.14153639  0.135709  ]
7101,[-1.05861642  0.06867778]
7102,[-0.96904051  0.01089354]
7103,[-0.87383221 -0.03698696]
7104,[-0.77407923 -0.0744198 ]
7105,[-0.67092105 -0.1009801 ]
7106,[-0.56553596 -0.11636684]
7107,[-0.45912761 -0.12040633]
7108,[-0.35291133 -0.11305414]
7109,[-0.24810023 -0.09439564]
7110,[-0.14589144 -0.06464502]
7111,[-0.04745241 -0.02414286]
7112,[0.04609234 0.0266478 ]
7113,[0.13367405 0.08714665]
7114,[0.21429191 0.15666281]
7115,[0.28702446 0.23440265]
7116,[0.35104006 0.31947883]
7117,[0.4056064  0.41092044]
7118,[0.45009883 0.50768403]
7119,[0.48400746 0.60866554]
7120,[0.50694301 0.71271282]
7121,[0.5186412  0.81863881]
7122,[0.51896579 0.92523503]
7123,[0.50791013 1.0312854 ]
7124,[0.48559723 1.13558   ]
7125,[0.45227834 1.23692896]
7126,[0.40833013 1.33417595]
7127,[0.35425035 1.42621138]
7128,[0.29065221 1.51198503]
7129,[0.21825735 1.59051804]
7130,[0.13788763 1.66091401]
7131,[0.05045579 1.72236929]
7132,[-0.04304499  1.77418205]
7133,[-0.14155236  1.81576036]
7134,[-0.24394695  1.84662887]
7135,[-0.3490651   1.86643426]
7136,[-0.45571209  1.87494924]
7137,[-0.56267581  1.87207518]
7138,[-0.66874054  1.85784319]
7139,[-0.77270079  1.83241378]
7140,[-0.87337505  1.79607506]
7141,[-0.96961924  1.74923941]
7142,[-0.96961924  1.74923941]
7143,[-1.06033978  1.69243882]
7144,[-1.14450599  1.6263188 ]
7145,[-1.22116188  1.55163104]
7146,[-1.28943704  1.46922485]
7147,[-1.34855652  1.38003749]
7148,[-1.3978497   1.28508346]
7149,[-1.43675791  1.18544296]
7150,[-1.46484079  1.08224961]
7151,[-1.48178134  0.97667747]
7152,[-1.48738949  0.86992773]
7153,[-1.48160428  0.76321499]
7154,[-1.46449457  0.65775342]
7155,[-1.43625823  0.55474294]
7156,[-1.39721993  0.45535555]
7157,[-1.34782737  0.36072195]
7158,[-1.28864625  0.2719187 ]
7159,[-1.22035378  0.18995591]
7160,[-1.14373098  0.11576578]
7161,[-1.05965378  0.05019192]
7162,[-0.96908304 -0.0060202 ]
7163,[-0.87305361 -0.0522318 ]
7164,[-0.77266253 -0.08791801]
7165,[-0.66905652 -0.1126739 ]
7166,[-0.56341894 -0.12621908]
7167,[-0.45695631 -0.12840087]
7168,[-0.35088451 -0.11919607]
7169,[-0.24641502 -0.09871121]
7170,[-0.14474101 -0.06718133]
7171,[-0.04702383 -0.02496734]
7172,[0.04562025 0.02744816]
7173,[0.13213277 0.08946631]
7174,[0.21152513 0.16037886]
7175,[0.28288986 0.23937622]
7176,[0.34541092 0.32555667]
7177,[0.39837308 0.41793666]
7178,[0.44116997 0.51546202]
7179,[0.47331106 0.61701993]
7180,[0.49442724 0.72145164]
7181,[0.50427499 0.82756566]
7182,[0.50273917 0.93415132]
7183,[0.48983436 1.03999258]
7184,[0.46570466 1.14388188]
7185,[0.43062207 1.24463391]
7186,[0.38498335 1.34109909]
7187,[0.32930558 1.43217668]
7188,[0.26422017 1.51682733]
7189,[0.19046574 1.59408491]
7190,[0.10887968 1.66306752]
7191,[0.02038862 1.72298753]
7192,[-0.07400218  1.7731606 ]
7193,[-0.17322019  1.81301338]
7194,[-0.27613792  1.84209016]
7195,[-0.3815857   1.86005796]
7196,[-0.48836506  1.8667104 ]
7197,[-0.59526233  1.86197001]
7198,[-0.70106252  1.8458891 ]
7199,[-0.80456313  1.81864921]
7200,[-0.90458786  1.78055902]
7201,[-1.          1.73205081]
7202,[-1.          1.73205081]
7203,[-1.08971541  1.67367557]
7204,[-1.17271485  1.60609672]
7205,[-1.24805559  1.5300825 ]
7206,[-1.31488216  1.4464973 ]
7207,[-1.3724361   1.35629175]
7208,[-1.4200646   1.26049189]
7209,[-1.45722791  1.16018753]
7210,[-1.48350555  1.05651978]
7211,[-1.49860103  0.95066806]
7212,[-1.50234528  0.84383671]
7213,[-1.49469856  0.73724119]
7214,[-1.4757509   0.63209429]
7215,[-1.44572108  0.52959229]
